=== TAFFC experiments Tue Sep  1 10:45:07 AM KST 2026 ===
=== Phase 1: MAD-X + KED baselines ===
[TRAIN] outputs/taffc/qwen/MADX/s42 seed=42
Traceback (most recent call last):
  File "/home/jbnu/jaehong/en-ko-empathy-lora/scripts/train_stage3_ko.py", line 19, in <module>
    import torch
ModuleNotFoundError: No module named 'torch'
=== TAFFC experiments Tue Sep  1 10:47:56 AM KST 2026 ===
=== Phase 1: MAD-X + KED baselines ===
[TRAIN] outputs/taffc/qwen/MADX/s42 seed=42
device=cuda
cuda_device=NVIDIA L40S
train=25456 valid=3182 A=6 S=4 R=7 strategy_scope=utterance
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 34663.67it/s]
[transformers] The fast path is not available because one of the required library is not installed. Falling back to torch implementation. To install follow https://github.com/fla-org/flash-linear-attention#installation and https://github.com/Dao-AILab/causal-conv1d
Loading weights:   0%|          | 0/427 [00:00<?, ?it/s]Loading weights:  27%|██▋       | 114/427 [00:00<00:00, 1136.82it/s]Loading weights:  53%|█████▎    | 228/427 [00:00<00:00, 782.72it/s] Loading weights: 100%|██████████| 427/427 [00:00<00:00, 1326.69it/s]
bitsandbytes library load error: Configured CUDA binary not found at /home/jbnu/jupyter-env/lib/python3.12/site-packages/bitsandbytes/libbitsandbytes_cuda130.so
 If you are using Intel CPU/XPU, please install intel_extension_for_pytorch to enable required ops
Traceback (most recent call last):
  File "/home/jbnu/jupyter-env/lib/python3.12/site-packages/bitsandbytes/cextension.py", line 318, in <module>
    lib = get_native_library()
          ^^^^^^^^^^^^^^^^^^^^
  File "/home/jbnu/jupyter-env/lib/python3.12/site-packages/bitsandbytes/cextension.py", line 282, in get_native_library
    raise RuntimeError(f"Configured {BNB_BACKEND} binary not found at {cuda_binary_path}")
RuntimeError: Configured CUDA binary not found at /home/jbnu/jupyter-env/lib/python3.12/site-packages/bitsandbytes/libbitsandbytes_cuda130.so
Traceback (most recent call last):
  File "/home/jbnu/jaehong/en-ko-empathy-lora/scripts/train_stage3_ko.py", line 803, in <module>
    main()
  File "/home/jbnu/jaehong/en-ko-empathy-lora/scripts/train_stage3_ko.py", line 399, in main
    lm, init_mode = build_stage3_lm(
                    ^^^^^^^^^^^^^^^^
  File "/home/jbnu/jaehong/en-ko-empathy-lora/src/models/stage3.py", line 280, in build_stage3_lm
    lm.set_adapter(["language", "task"])
  File "/home/jbnu/jupyter-env/lib/python3.12/site-packages/peft/peft_model.py", line 1512, in set_adapter
    if adapter_name not in self.peft_config:
       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: unhashable type: 'list'
=== TAFFC experiments Tue Sep  1 10:53:43 AM KST 2026 ===
=== Phase 1: MAD-X + KED baselines ===
[TRAIN] outputs/taffc/qwen/MADX/s42 seed=42
device=cuda
cuda_device=NVIDIA L40S
train=25456 valid=3182 A=6 S=4 R=7 strategy_scope=utterance
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files: 100%|██████████| 4/4 [00:00<00:00, 10433.59it/s]
[transformers] The fast path is not available because one of the required library is not installed. Falling back to torch implementation. To install follow https://github.com/fla-org/flash-linear-attention#installation and https://github.com/Dao-AILab/causal-conv1d
Loading weights:   0%|          | 0/427 [00:00<?, ?it/s]Loading weights: 100%|██████████| 427/427 [00:00<00:00, 8098.65it/s]
bitsandbytes library load error: Configured CUDA binary not found at /home/jbnu/jupyter-env/lib/python3.12/site-packages/bitsandbytes/libbitsandbytes_cuda130.so
 If you are using Intel CPU/XPU, please install intel_extension_for_pytorch to enable required ops
Traceback (most recent call last):
  File "/home/jbnu/jupyter-env/lib/python3.12/site-packages/bitsandbytes/cextension.py", line 318, in <module>
    lib = get_native_library()
          ^^^^^^^^^^^^^^^^^^^^
  File "/home/jbnu/jupyter-env/lib/python3.12/site-packages/bitsandbytes/cextension.py", line 282, in get_native_library
    raise RuntimeError(f"Configured {BNB_BACKEND} binary not found at {cuda_binary_path}")
RuntimeError: Configured CUDA binary not found at /home/jbnu/jupyter-env/lib/python3.12/site-packages/bitsandbytes/libbitsandbytes_cuda130.so
lora_init_mode=madx_lang_frozen_task_r16
gates={'affect': 'share', 'strategy': 'relearn', 'relation': 'relearn', 'culture': 'suppress'}
strategy_pos_weight=[1.7157411575317383, 1.7157411575317383, 1.7157411575317383, 1.7157411575317383]
loss_weights emotion=0.350 strategy=1.800 relation=0.450 gate_conditioned=False curriculum=False
two_pass_affect=True
lr_lora=0.00015 lr_head=0.00015 freeze_lora=False trainable=24,715,281
[Stage3-KO(madx_lang_frozen_task_r16)] model=Qwen/Qwen3.5-9B train=25456 valid=3182 init=madx_lang_frozen_task_r16 steps≈1591 S=multilabel gates={'affect': 'share', 'strategy': 'relearn', 'relation': 'relearn', 'culture': 'suppress'}
[Stage3-KO(madx_lang_frozen_task_r16)] | step 1/1591 (0.1%) | loss=6.0157 | lm=2.7457 | strategy_loss=0.9980 | relation_loss=1.9278 | train_emotion_acc=0.00% | train_strategy_f1=20.00% | train_relation_acc=0.00% | elapsed=6s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 10/1591 (0.6%) | loss=7.0515 | lm=3.2291 | strategy_loss=1.1969 | relation_loss=2.3066 | train_emotion_acc=0.00% | train_strategy_f1=42.86% | train_relation_acc=0.00% | elapsed=56s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 20/1591 (1.3%) | loss=5.6882 | lm=2.8928 | strategy_loss=0.7185 | relation_loss=1.8288 | train_emotion_acc=50.00% | train_strategy_f1=50.00% | train_relation_acc=50.00% | elapsed=110s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 30/1591 (1.9%) | loss=5.6091 | lm=2.8190 | strategy_loss=0.8325 | relation_loss=1.4253 | train_emotion_acc=0.00% | train_strategy_f1=0.00% | train_relation_acc=100.00% | elapsed=165s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 40/1591 (2.5%) | loss=4.2285 | lm=2.3854 | strategy_loss=0.5053 | relation_loss=0.8965 | train_emotion_acc=50.00% | train_strategy_f1=50.00% | train_relation_acc=100.00% | elapsed=220s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 50/1591 (3.1%) | loss=6.1071 | lm=2.6432 | strategy_loss=1.1883 | relation_loss=1.4868 | train_emotion_acc=50.00% | train_strategy_f1=0.00% | train_relation_acc=0.00% | elapsed=274s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 60/1591 (3.8%) | loss=6.3578 | lm=2.6240 | strategy_loss=1.2645 | relation_loss=1.7754 | train_emotion_acc=0.00% | train_strategy_f1=28.57% | train_relation_acc=0.00% | elapsed=329s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 70/1591 (4.4%) | loss=4.4902 | lm=2.5693 | strategy_loss=0.7128 | relation_loss=0.2355 | train_emotion_acc=0.00% | train_strategy_f1=40.00% | train_relation_acc=100.00% | elapsed=383s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 80/1591 (5.0%) | loss=7.1209 | lm=3.1638 | strategy_loss=1.3647 | relation_loss=1.8931 | train_emotion_acc=0.00% | train_strategy_f1=16.67% | train_relation_acc=50.00% | elapsed=438s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 90/1591 (5.7%) | loss=4.8580 | lm=2.9897 | strategy_loss=0.7746 | relation_loss=0.0973 | train_emotion_acc=100.00% | train_strategy_f1=20.00% | train_relation_acc=100.00% | elapsed=492s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 100/1591 (6.3%) | loss=4.0576 | lm=2.0874 | strategy_loss=0.5895 | relation_loss=0.8010 | train_emotion_acc=50.00% | train_strategy_f1=50.00% | train_relation_acc=50.00% | elapsed=547s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 110/1591 (6.9%) | loss=4.2292 | lm=2.2754 | strategy_loss=0.6763 | relation_loss=0.1651 | train_emotion_acc=50.00% | train_strategy_f1=20.00% | train_relation_acc=100.00% | elapsed=601s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 120/1591 (7.5%) | loss=5.1204 | lm=2.2998 | strategy_loss=1.0209 | relation_loss=0.8237 | train_emotion_acc=50.00% | train_strategy_f1=50.00% | train_relation_acc=100.00% | elapsed=656s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 130/1591 (8.2%) | loss=4.9711 | lm=2.6563 | strategy_loss=0.6807 | relation_loss=0.7329 | train_emotion_acc=50.00% | train_strategy_f1=75.00% | train_relation_acc=50.00% | elapsed=710s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 140/1591 (8.8%) | loss=3.6905 | lm=2.6071 | strategy_loss=0.5169 | relation_loss=0.0224 | train_emotion_acc=100.00% | train_strategy_f1=66.67% | train_relation_acc=100.00% | elapsed=765s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 150/1591 (9.4%) | loss=4.9200 | lm=2.5975 | strategy_loss=0.6681 | relation_loss=1.2529 | train_emotion_acc=50.00% | train_strategy_f1=66.67% | train_relation_acc=50.00% | elapsed=821s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 160/1591 (10.1%) | loss=5.0537 | lm=2.1325 | strategy_loss=1.2578 | relation_loss=0.0448 | train_emotion_acc=50.00% | train_strategy_f1=16.67% | train_relation_acc=100.00% | elapsed=876s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 170/1591 (10.7%) | loss=4.0154 | lm=1.3990 | strategy_loss=0.7277 | relation_loss=2.0047 | train_emotion_acc=100.00% | train_strategy_f1=40.00% | train_relation_acc=50.00% | elapsed=930s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 180/1591 (11.3%) | loss=5.6838 | lm=3.0200 | strategy_loss=1.0673 | relation_loss=0.5131 | train_emotion_acc=50.00% | train_strategy_f1=40.00% | train_relation_acc=50.00% | elapsed=986s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 190/1591 (11.9%) | loss=4.7178 | lm=2.8258 | strategy_loss=0.6075 | relation_loss=1.0934 | train_emotion_acc=100.00% | train_strategy_f1=66.67% | train_relation_acc=50.00% | elapsed=1041s
[Stage3-KO(madx_lang_frozen_task_r16)] | step 200/1591 (12.6%) | loss=4.5143 | lm=2.6558 | strategy_loss=0.6929 | relation_loss=0.4544 | train_emotion_acc=50.00% | train_strategy_f1=60.00% | train_relation_acc=100.00% | elapsed=1096s
